id,detail_id,option_text,type,score_value,option_type_id
4873,717,متابعة نتائج التحقيق ما بين قسم التحقيقات الخاصة والقسم وادارة المعلومات وتحديثها,positive,0.00,1
4874,717,معرفة القضايا الاخرى المفتوحة بحق المتهمين المقبوض عليهم.,positive,0.00,1
4473,711,وجود التعاون مع الجهات الرقابية والتفتيشية وتسهيل مهامها.,positive,0.10,1
925,201,اختيار ضابط ومنتسبين ذوي كفاءة خبرة لمسك مستودع الأسلحة.,negative,,2
926,201,وجود مسالح نظامية لحفظ الاسلحة والاعتدة.,positive,,1
927,201,وجود سجلات لادخال واخراج الاسلحة نموذجية والتسليم بموجب مستندات اصولية.,positive,,1
928,201,مصادقة امر القاطع على كافة المستندات وقوائم الجرد وكذلك سجلات الادخال والاخراج.,negative,,2
929,201,اخرى,negative,,2
4474,711,عدم التعاون مع الجهات الرقابية والتفتيشية. (0 د),negative,0.00,2
4475,711,قلة التعاون مع الجهات الرقابية والتفتيشية. (0 د),negative,0.00,2
4507,712,وجود فعالياته ونشاطاته لمد جسور الثقة مع المواطنين في تنفيذ خطة الوزارة لحصر السلاح بيد الدولة.,positive,0.00,1
4508,712,ضعف فعالياته ونشاطاته لمد جسور الثقة مع المواطنين في تنفيذ خطة الوزارة لحصر السلاح بيد الدولة.,negative,0.00,2
4875,718,يتم تحرير الضبطيات اصوليا وفحصها بجهاز الرامان.,positive,0.00,1
4876,718,التحقق من المعلومات الواردة باعترافات المتهمين ومعرفة مدى صحتها.,positive,0.00,1
985,223,غرفة المشجب غير مؤمنة وفق الضوابط المطلوبة.,negative,,2
986,223,إدامة الأسلحة منتظمة مع شروط خزن غير مكتملة.,negative,,2
987,223,سجلات المشجب متوفرة مع نواقص بسيطة.,negative,,2
988,223,إدامة الأسلحة والأعتدة والدروع وتوفر شروط الخزن.,positive,,1
989,223,إدامة منتظمة وموثقة مع توفر شروط الخزن.,positive,,1
4535,713,وجود التنسيق وتبادل المعلومات مع الاجهزة الأمنية ضمن قاطع المسؤولية والجهات الساندة للتحقيق (الطب العدلي، الأدلة الجنائية، التسجيل الجنائي).,positive,0.00,1
4536,713,ضعف التنسيق وتبادل المعلومات مع الاجهزة الأمنية ضمن قاطع المسؤولية والجهات الساندة للتحقيق (الطب العدلي، الأدلة الجنائية، التسجيل الجنائي).,negative,0.00,2
4557,714,يتم متابعه الحوادث المسجلة والمواقف المرفوعة والاشراف على ادامة وتحديث كافة فقرات سجل الأساس.,positive,0.00,1
4558,714,عدم متابعه الحوادث المسجلة والمواقف المرفوعة والاشراف على ادامة وتحديث كافة فقرات سجل الأساس.,negative,0.00,2
4559,714,ضعف متابعه الحوادث المسجلة والمواقف المرفوعة والاشراف على ادامة وتحديث كافة فقرات سجل الأساس.,negative,0.00,2
4877,719,تنظيم قاعدة بيانات خاصة بالمحكومين العرب والاجانب.,positive,0.00,1
4878,719,ادامة الصلة بين قسم التحقيقات الخاصة ومدير الشرطة العربية والدولية للحصول على المعلومات عن المطلوبين الهاربين (المحكومين غيابياً).,positive,0.00,1
4881,721,توثيق أوامر القبض في برنامج الأرشفة والأتمتة.,positive,0.00,1
4882,721,ادراج كافة المعلومات عن المتهمين المطلوبين في السجلات الخاصة بذلك.,positive,0.00,1
4883,722,متابعة المفارز المنتشرة واعداد خطة امنية للقبض على المطلوبين وتبادل المعلومات مع قسم ادارة المعلومات.,positive,0.00,1
4884,722,اختيار العناصر الكفوءة وذات الدراية بقاطع المسؤولية والمسح الميداني.,positive,0.00,1
4885,723,اعداد  خطط (المسح الميداني، الممارسات الأمنية).,positive,0.00,1
4886,723,نتائج التحقيق في القضايا التحقيقية .,positive,0.00,1
2884,106,لديه القدرة على قيادة الأجهزة الأمنية العاملة بأمرته.,positive,0.00,1
4887,725,وجود ربط شبكي مع كادر متخصص بذلك.,positive,0.00,1
4888,725,العمل بنظام الارشفة الألكترونية وأتمتة القضايا التحقيقية.,positive,0.00,1
4889,725,مواقف بالقضايا التحقيقية المسجلة ونسبة الانجاز.,positive,0.00,1
2801,680,خيار تحقق رسمي 1780391181746,positive,5.00,1
2312,525,نظافة السيطرة داخلياً وخارجياً بمستوى (فوق الوسط).,positive,,1
2313,525,نظافة السيطرة داخلياً وخارجياً بمستوى (دون الوسط).,positive,,1
1437,276,يتم العمل بقانون الحفاظ على الوثائق رقم (37) لسنة 2016 الخاص بترحيل وتصنيف الوثائق.,positive,,1
1438,276,عدم العمل بقانون الحفاظ على الوثائق رقم (37) لسنة 2016 الخاص بترحيل وتصنيف الوثائق.,negative,,2
1439,276,اخرى,negative,,2
1444,278,يتم العمل بنظام البديل.,positive,,1
1445,278,العمل بنظام البديل.,positive,,1
1446,278,عدم العمل بنظام البديل.,negative,,2
1447,278,اخرى,negative,,2
1448,279,جاري العمل على سياق تداول البريد الرسمي.,positive,,1
1449,279,العمل بسياق تداول البريد الرسمي.,positive,,1
1450,279,عدم العمل بسياق تداول البريد الرسمي.,negative,,2
1451,279,اخرى,negative,,2
1831,341,عدد امر القبض المنفذة وغير المنفذة.,negative,,2
2376,558,ضعف المشاركة في الدورات التخصصية.,negative,,2
1462,282,سجل الدورات والكراسات التدريبية غير مدام وعدم توافر الكورسات التدريبة.,negative,,2
1463,282,فتح سجل الدورات وتوفر الكراسات التدريبية.,positive,,1
1464,282,عدم فتح سجل الدورات وعدم توفر الكراسات التدريبية.,negative,,2
1465,282,اخرى,negative,,2
1466,283,تيسر ساحة للتدريب والتعداد الصباحي.,positive,,1
1467,283,وجود ساحة للتدريب والتعداد الصباحي.,positive,,1
1468,283,ساحة التدريب والتعداد الصباحي غير مناسبة.,negative,,2
1469,283,عدم وجود ساحة للتدريب والتعداد الصباحي.,negative,,2
1470,283,اخرى,negative,,2
1483,287,العاملين في السيطرة كفوئين.,positive,,1
1484,287,بعض العاملين في السيطرة لديهم كفاءة.,positive,,1
1485,287,العاملين في السيطرة غير كفوئين.,negative,,2
1486,287,اخرى,negative,,2
2917,108,المستوى العام لمدير المنطقة (ممتاز).,positive,0.00,1
1515,296,يذكر موقف (المسجل، المنجز، المتبقي، نسبة الإنجاز) من الاوراق التحقيقية ونسبة الانجاز.,negative,,2
4891,727,وجود قاعدة معلومات عن المجرمين وارباب السوابق.,positive,0.00,1
4892,727,توفر قاعدة بيانات المسح الميداني لقاطع المسؤولية.,positive,0.00,1
4893,727,حفظ قاعدة البيانات في هارد خارجي وتحديث بشكل دوري.,positive,0.00,1
2918,108,المستوى العام لمدير المنطقة (جيد جداً).,positive,0.00,1
1832,341,ماهي مدة اجراء التحري لأوامر القبض غير المنفذة.,negative,,2
1740,325,الايجاز معد وفق الأسس بعد ابداء بعض التعديلات عليه من قبل اللجنة.,positive,,1
1741,325,الايجاز (مطابق ـ غير مطابق) للمهمة الفعلية للمنطقة الأمنية وحسب الأسس الموضوعة.,negative,,2
1742,325,مكان عرض الايجاز (يتناسب ـ لا يتناسب) مع أهمية المنطقة الأمنية ومن جميع النواحي.,negative,,2
1743,325,الايجاز (متكامل ـ غير متكامل) من كافة النواحي ( التقديم، الوقت، وسائل الايضاح، توزيع النسخ، حضور المعنيين).,negative,,2
1744,325,أخرى,negative,,2
1745,327,تحديد الاهداف الحيوية في المنطقة الأمنية.,negative,,2
1746,327,(تحديد ـ عدم تحديد) قاطع المسؤولية من قبل مدير المنطقة الأمنية وضابط الاستخبارات.,negative,,2
1747,327,(تحديد ـ عدم تحديد) الاهداف الحيوية في المنطقة الأمنية.,negative,,2
1748,327,ماهي المعايير التي تم من خلالها تحديد الاهداف الحيوية.,negative,,2
1749,327,اخرى,negative,,2
1750,328,دوره فعال في ادارة الخلية الاستخبارية المناطقية.,negative,,2
1751,328,لا توجد فعالية أو دور له في ادارة الخلية الاستخبارية، لعدم انعقادها سابقاً.,negative,,2
1752,328,عدد الاجتماعات الدورية التي تم تحقيقها ضمن الامن المناطقي للخلية الاستخبارية.,negative,,2
1753,328,ماهي النشاطات المتحققة من خلال اجتماع الخلية الاستخبارية.,negative,,2
1754,328,هل تم تبادل المعلومات بين الأجهزة الأمنية العاملة ضمن المنطقة الأمنية.,negative,,2
1755,328,اخرى,negative,,2
1756,329,هناك رؤية استخبارية على قاطع المسؤولية فيما يخص موضوع المخدرات.,negative,,2
1757,329,لاتوجد محاضر الاجتماعات الدورية ضمن الامن المناطقي للخلية الاستخبارية.,negative,,2
1758,329,وجود رؤية استخبارية ضمن خطة الأمن المناطقي ، بناءً على معلومات مؤكدة تتناسب مع حجم ونوع التهديد.,negative,,2
1759,329,(وجود ـ عدم وجود ) الرؤية الاستخبارية ضمن خطة الأمن المناطقي.,negative,,2
1760,329,ما هو حجم ونوع التهديدات ضمن قاطع المسؤولية.,negative,,2
1761,329,هل تم بناء الرؤية الاستخبارية على معلومات مؤكدة.,positive,,1
1762,329,اخرى,negative,,2
2601,636,(وجود ـ عدم وجود) قاصات لخزن الجوازات الخام في مكاتب الجوازات الألكترونية.,negative,,2
2602,636,(وجود ـ عدم وجود) قاصات لخزن الجوازات الخام في مكاتب الجوازات الألكترونية.,negative,,2
2279,511,يتم تداول البريد وفق السياقات وتنظيم الارشيف (ورقي) ولايوجد لديهم جهاز ارشفة (سكنر).,positive,,1
1763,330,متابعة تحديد وتدقيق حدود القاطع بالتنسيق مع مدير المنطقة متابعة تحديد وتدقيق حدود القاطع بالتنسيق مع مدير المنطقة وجود جولات ميدانية لضابط الاستخبارات مع قائد المنطقة الأمنية لتحديد قاطع المسؤولية.,negative,,2
1764,330,العمل بمتابعة وتحديد وتدقيق حدود القاطع من خلال الجولات الميدانية لضباط الاستخبارات مع مدير المنطقة الأمنية وبالاستفادة من الخرائط والصور الجوية.,negative,,2
1765,330,(متابعة ـ عدم متابعة) تحديد وتدقيق حدود القاطع بالتنسيق مع مدير المنطقة.,negative,,2
1766,330,(وجود ـ عدم وجود) جولات ميدانية لضابط الاستخبارات مع قائد المنطقة الأمنية لتحديد قاطع المسؤولية.,negative,,2
1767,330,(وجود ـ عدم وجود) خرائط حديثة وصور جوية لحدود قاطع المسؤولية.,negative,,2
1768,330,اخرى,negative,,2
1769,331,عدم وجود خطط معدة مسبقاً لجمع وتحليل المعلومات تخص المنطقة الامنية.,negative,,2
1770,331,لا توجد خطة واضحة للخلية الاستخبارية، والخطط الحالية لا ترتقي الى مهمة الخلية.,positive,,1
1771,331,(وجود ـ عدم وجود) خطط واضحة لجمع وتحليل المعلومات.,negative,,2
1772,331,ماذا تتضمن خطة الجمع للخلية الاستخبارية.,positive,,1
1773,331,اخرى,negative,,2
1774,332,لاتوجد متابعة التغذية العكسية والدراسات التحليلية.,positive,,1
1775,332,هناك متابعات حثيثة للتغذية العكسية من خلال تقارير خاصة بهذا الشأن.,positive,,1
1776,332,ما مدى متابعة التغذية العكسية والدراسات التحليلية؟,positive,,1
2374,557,عدم اكمال مذكرات وخطط الدورات الداخلية والخارجية.,negative,,2
1777,332,ما عدد التقارير والمعلومات المرسلة من قبل ضابط الاستخبارات للأجهزة الاخرى العاملة بالمنطقة او قاطع المسؤولية.,negative,,2
1778,332,اخرى,negative,,2
1779,333,وجود تحديث الخطط بناءً على المتغيرات الميدانية.,negative,,2
1780,333,(تحديث ـ عدم تحديث) الخطط بناءً على المتغيرات الميدانية.,negative,,2
1833,341,اخرى,negative,,2
1781,333,(وجود ـ عدم وجود) دور للخلية الاستخبارية ضمن قاطع المسؤولية عند حدوث التغيير الميداني.,negative,,2
1782,333,اخرى,negative,,2
1783,335,لايوجد معلومات الاستباقية.,positive,,1
1784,335,عدد المعلومات الاستباقية الكلي بواقع (36) معلومة والمتحققة منها (20) معلومة وهناك (13) معلومة تم مقاطعتها مع المراجع وتبين تكرارها مع بقية الاقسام وهناك (3) معلومة لم تحقق.,negative,,2
1785,335,ما مستوى عدد المعلومات الاستخبارية المتحققة وغير المتحققة مع معرفة أسبابها؟,negative,,2
1786,335,ما هو عدد المعلومات الاستخبارية المتحققة وغير المتحققة.,negative,,2
1787,335,اخرى,negative,,2
1788,336,تنوع المصادر العلنية والتقنية حيث يوجد (6) كاميرات رسمية تتم متابعتها من قبل مجلس المحافظة حيث عدد الكامرات غير كافي لمتابعة المنطقة وعدد المصادر المسجلين رسمياً (2) ومتعاونين غير مثبتين رسمياً.,impediment,,3
1789,336,تم تجنيد مصادر مرمزة بواقع (9) وجاري العمل على اصدار اوامر ادارية لترميز مصادر قيد التجنيد بواقع (11) مصدر سري ولم يتم تجنيد أي مصادر علينه أو تقنية.,negative,,2
1790,336,ما مدى تنوع مصادر المعلومات (سرية، علنية، تقنية)؟,negative,,2
1791,336,ما مدى المصادر العلنية والتقنية,negative,,2
1792,336,عدد المصادر والمتعاونين,negative,,2
1793,336,اخرى,negative,,2
1794,337,تم تأشير عدد من نشاطات المراقبة السرية.,negative,,2
1795,337,يوجد طاقم المراقبة السرية (2) منتسبين لم يتم ادخالهم دورات تخصصية.,negative,,2
1796,337,لا توجد طواقم مراقبة أو أي نشاط مراقبة من قبل القسم ويجري العمل من خلال طواقم مديرية الواجهات والمراقبة السرية ضمن قاطع الصدر الاولى.,negative,,2
1797,337,ما فعالية استخدام المراقبة السرية الثابتة والمتحركة؟,negative,,2
1798,337,ما عدد النشاطات المراقبة السرية الثابتة والمتحركة؟,negative,,2
1799,337,ما نوعية التقارير المرفوعة من قبل طاقم المراقبة السرية الثابتة؟,negative,,2
1800,337,ما هو عدد الدورات التي تم ادخال عناصر المراقبة فيها؟,negative,,2
1801,337,اخرى,negative,,2
2919,108,المستوى العام لمدير المنطقة (جيد).,positive,0.00,1
1802,338,ادامة الاضابير الخاصة بالمصادر وصرف المكافئات المالية حسب نوع المعلومة.,negative,,2
1803,338,(تطبيق ـ عدم تطبيق) تعليمات إدارة المصادر والمتعاونين؟,negative,,2
1804,338,(وجود ـ عدم وجود) اضابير اداريه للمصادر (مسجلين رسميا).,negative,,2
1805,338,(تقييم ـ عدم تقييم) المصادر وتصنيفهم.,negative,,2
1806,338,مدى الاستفادة من المتعاونين؟,negative,,2
1807,338,ما هو عدد المصادر النشطة ودرجة الموثوقية؟,negative,,2
1808,338,ما هي آلية التقييم للمصدر الموثوق.,negative,,2
1809,338,اخرى,negative,,2
1810,339,تم تطبيق تعليمات إدارة المصادر والمتعاونين.,negative,,2
1811,339,وجود اضابير اداريه للمصادر (مسجلين رسميا) مع وجود اضابير شخصية.,negative,,2
1812,339,تقييم المصادر وتصنيفهم شهرياً حسب نوع المعلومات.,negative,,2
1813,339,(تحقيق ـ عدم تحقيق) الاستفادة من المصادر العلنية.,negative,,2
1814,339,(تحقيق ـ عدم تحقيق) معلومات استباقية من عمل المصادر العلنية.,negative,,2
1815,339,ماهي المصادر العلنية الاكثر فائد في العمل الاستخباري وآلية الاستفادة منها؟,negative,,2
1816,339,(صرف ـ عدم صرف) المكافآت وفق آلية الصرف المعتمدة.,negative,,2
1817,339,(وجود ـ عدم وجود) آلية حفظ وادامة اضابير المصادر.,negative,,2
1818,339,اخرى,negative,,2
1819,340,المسح الميداني لقطاع المسؤولية ونسبة اكتمالها 62 %.,negative,,2
1820,340,تم الاستفادة من المتعاونين من حيث المعلومات المقدمة من قبلهم بخصوص المظاهرات في المنطقة.,negative,,2
1821,340,يجري المسح الميداني الكتروني باستخدام التاب بواقع (8) جهاز تاب تتضمن بيانات المسح الميداني مثل العشوائيات ويجري تحديثها بشكل دوري ومستمر وتم توقف العمل باستمارة المسح الميداني الحضري لوجود جهاز التاب بدلاً عنها.,negative,,2
1822,340,(اكتمال ـ عدم اكتمال) المسح الميداني لقطاع المسؤولية ونسبة اكتمالها.,negative,,2
1823,340,(تحديث ـ عدم تحديث) المسح الميداني وفق التحديث الاخير، وماهي نسبة الانجاز.,negative,,2
1824,340,(تحديث ـ عدم تحديث) بيانات المسح دورياً.,negative,,2
1825,340,ماهي آلية التحديث للبيانات المسح الميداني وماهي مدة التحديث شهرياً أم فصلياً.,negative,,2
1826,340,(شمول ـ عدم شمول) العشوائيات باستمارة المسح الميداني الحضري، وما هو مدى الاستفادة من المسح الميداني.,negative,,2
1827,340,اخرى,negative,,2
1828,341,جميع أوامر القبض الصادرة حيث بلغت خلال عام 2024 (60) امر قبض وخلال عام (2025) (35) امر قبض.,positive,,1
1829,341,عدد اوامر القبض الغير منفذة بواقع(5) امر قبض وجاري متابعتهم من قبل القسم وبلغ مستوى تنفيذ أوامر القبض الصادرة مقارنة بغير المنفذة بواقع (307) أمر قبض.,negative,,2
1830,341,ما مستوى تنفيذ أوامر القبض الصادرة مقارنة بغير المنفذة؟,negative,,2
1834,342,تتم متابعة المعلومات الاستخبارية للمطلوبين والمشتبه بهم.,negative,,2
1835,342,يتم متابعة كافة المطلوبين والمشتبه بهم بناءا على معلومات الاستخبارية الخاصة بالمطلوبين ضمن قاطع المسؤولية.,negative,,2
2734,675,ملحق (ج) – موقف العتاد,positive,,1
2735,675,ت,positive,,1
2314,526,المام ضابط الآليات بواجباته بمستوى (وسط).,negative,,2
1836,342,(متابعة ـ عدم متابعة) المعلومات الاستخبارية الخاصة بالمطلوبين والمشتبه بهم في قاطع المسؤولية.,negative,,2
1837,342,اخرى,negative,,2
1838,343,وجود تنسيق مع الأجهزة الأمنية الأخرى في تنفيذ أوامر القبض حيث تم تنفيذ أوامر القبض (10) بالتنسيق مع الامن الوطني.,positive,,1
1839,343,وجود تنسيق مع الأجهزة الأمنية الاخرى الى نتائج في تنفيذ الواجبات والقاء القبض على الأشخاص الصادر بحقهم أوامر قبض.,positive,,1
1840,343,يجري العمل والتنسيق مع أجهزة انفاذ القانون ضمن قاطع المسؤولية في تنفيذ اوامر القبض وتبادل المعلومات الاستخبارية وبلغت عدد الواجبات المنفذة لشهر /10/2025 فقط بواقع (94).,negative,,2
1841,343,(وجود ـ عدم وجود) تنسيق مع الأجهزة الأمنية الأخرى في تنفيذ أوامر القبض.,negative,,2
1842,343,عدد الواجبات المنفذة مع الاجهزة الأمنية الاخرى.,negative,,2
1843,343,هل ادى التنسيق مع الأجهزة الأمنية الاخرى الى نتائج في تنفيذ الواجبات، وماهي النتائج؟,positive,,1
1844,343,اخرى,negative,,2
1845,345,إدخال البيانات في قواعد البيانات الخاصة بالشعبة دون تصنيفها.,positive,,1
1846,345,جاري العمل بإدامة ودخال البيانات وتصنيفها حسب نوع الجرائم ضمن قواعد البيانات وهناك فصل للجرائم الارهابية عن الجرائم الجنائية عند ادخال البيانات في حاسبات خاصة لهذا الغرض.,positive,,1
1847,345,(وجود ـ عدم وجود) دقة إدخال البيانات وتصنيفها في قواعد البيانات.,negative,,2
1848,345,(تحديث ـ عدم تحديث) الحاسبات الخاصة بالأقسام.,negative,,2
1849,345,(فصل عدم فصل) الجرائم الإرهابية عن الجنائية عند ادخال البيانات.,negative,,2
1850,345,اخرى,negative,,2
1851,346,تحديث الحاسبات الخاصة بالأقسام.,positive,,1
1852,346,تحديث قاعدة بيانات المطلوبين وأرباب السوابق والمطلق سراحهم بجرائم الارهاب والجريمة المنظمة.,negative,,2
1853,346,توجد عدة قواعد بيانات فعالة في مقر القسم ومنها( قاعدة بيانات مركزية (ممكس)، وقاعدة بيانات مركزية (ONLIN)، وقاعدة بيانات التسجيل الجنائي ) وتتضمن بيانات المطلوبين وارباب السوابق والمطلق سراحهم من السجون بناءً على قرارات العفو الاخيرة وفق مادة الاختصاص ومحدثة.,negative,,2
1854,346,(تحديث ـ عدم تحديث) قاعدة بيانات المطلوبين وأرباب السوابق والمطلق سراحهم بجرائم الارهاب والجريمة المنظمة.,negative,,2
1855,346,(متابعة ـ عدم متابعة) ارباب السوابق والمطلق سراحهم من السجون بناءً على قرارات العفو الأخيرة وفق المادة الاختصاص.,negative,,2
1856,346,اخرى,negative,,2
1857,347,عدم وجود قاعدة بيانات (ممكس) في شعبة استخبارات المنطقة الأمنية الخامسة.,negative,,2
1858,347,(توفر ـ عدم توفر) قاعدة بيانات مركزية مؤمنة (ممكس).,negative,,2
1859,347,عدم وجود قاعدة بيانات (ممكس) في اقسام الاستخبارات وانما تتواجد في مقر المديرية فقط.,negative,,2
1860,348,حماية بيانات وسرية المعلومات من خلال الرمز السري.,negative,,2
1861,348,هناك حماية للبيانات من خلال كلمات المرور (باسورد)عالية السرية وتم تخصيص منتسبين عدد(2) مخولين للعمل على حاسبة النافذة الوطنية لتدقيق اسماء المطلوبين.,negative,,2
1862,348,(استخدام ـ عدم استخدام) كلمات مرور (باسورد) عالية السرية مكونة من ارقام وحروف مختلفة يصعب الوصول اليها.,negative,,2
1863,348,(اعتماد ـ عدم اعتماد) ترخيص مخول قانوناً لفتح الحاسبات الخاصة بالمنطقة الأمنية.,negative,,2
1864,348,(العمل ـ عدم العمل) بتصنيف الوثائق حسب أهميتها وسريتها.,negative,,2
1865,348,(وجود ـ عدم وجود) اجراءات احترازية لحماية الثغرات الأمنية إن وجدت.,negative,,2
1866,348,اخرى,negative,,2
1867,349,وجود متابعة لعمل منظومة كاميرات المراقبة (أهلية ورسمية).,negative,,2
1868,349,يجري متابعة عمل الكاميرات المراقبة سوآءا كانت اهلية او رسمية ضمن قاطع المسؤولية وتم تزويدنا بموقف عمل الكاميرات الفعالة وكذلك موقف الاماكن الرخوة امنيا التي تتطلب نصب كاميرات مراقبة.,negative,,2
1869,349,(وجود ـ عدم وجود) متابعة لعمل منظومة كاميرات المراقبة (أهلية ورسمية).,negative,,2
1870,349,ما هو عدد الكاميرات الاهلية والحكومية ضمن قاطع المسؤولية.,negative,,2
1871,349,هل أن الكاميرات الموجودة كافية لتغطية المنطقة الأمنية، وهل تم جرد الكاميرات العاطلة ضمن قاطع المسؤولية.,negative,,2
1872,349,اخرى,negative,,2
1873,350,الاستفادة من الرصد والتحري من قسم الواجبات والمراقبة السرية عند استخدام الأنظمة التقنية لكشف الجرائم.,negative,,2
1920,361,(وجود ـ عدم وجود) دراسة شاملة ومتابعة للحركات الدينية المتطرفة والأحزاب.,negative,,2
1921,361,عدد الحركات الدينية في المنطقة الأمنية.,negative,,2
1918,361,عدد الحركات الدينية في المنطقة الأمنية (1) (الحركة الصرخية).,negative,,2
2061,415,عدم وجود اضبارة ووصايا الثقافة العسكرية والأمنية.,negative,,2
1874,350,اعتماد ترخيص مخول قانوناً لفتح الحاسبات الخاصة بالمنطقة الأمنية.عدم وجود أجهزة رصد او منظومات تقنية لكشف الجرائم في القسم ولكن يجري التنسيق والاستفادة من الجهد الفني والتقني لوكالة الوزارة لشؤون الاستخبارات.,negative,,2
1875,350,(وجود ـ عدم وجود) استخدام الأنظمة التقنية في الرصد والتحليل الأمني.,negative,,2
1876,350,(الاستفادة ـ عدم الاستفادة) من الرصد والتحري من قسم الواجبات والمراقبة السرية عند استخدام الأنظمة التقنية لكشف الجرائم.,negative,,2
1877,350,اخرى,negative,,2
1878,351,عدم استخدام خطوط ومنظومات اتصال مؤمنة مثل منظومة (I2N).,negative,,2
1879,351,عدم وجود منظومة اتصال مؤمنة (I2N) في مقر القسم لغرض ارسال واستلام البيانات ويجري تامين ذلك بأرسال البريد بواسطة مخول رسمي.,negative,,2
1880,351,(تأمين ـ عدم تأمين) سرية الاتصالات ونقل البيانات بمعايير عالية.,negative,,2
1881,351,(استخدام ـ عدم استخدام) خطوط ومنظومات اتصال مؤمنة مثل منظومة (I2N).,negative,,2
1882,351,اخرى,negative,,2
1883,352,وجود دقة في موقف التقارير الاستخبارية (اليومية، الأسبوعية، الشهرية).,positive,,1
1884,352,(وجود ـ عدم وجود) دقة في موقف التقارير الاستخبارية (اليومية، الأسبوعية، الشهرية).,negative,,2
1885,352,ما هو عدد التقارير التي ادت الى كشف تنظيم ارهابي او خلية ارهابية.,positive,,1
1886,352,اخرى,negative,,2
1887,353,دقة الجداول الإحصائية للنشاطات والحوادث.,positive,,1
1888,353,تحديث الجداول الإحصائية للنشاطات والحوادث بصورة دورية وبشكل مستمر.,positive,,1
1889,353,(دقة ـ عدم دقة) الجداول الإحصائية للنشاطات والحوادث.,negative,,2
1890,353,(تحديث ـ عدم تحديث) الجداول الإحصائية للنشاطات والحوادث بصورة دورية وبشكل مستمر.,negative,,2
1891,353,(اعداد ـ عدم اعداد) الجداول وفق معلومات صحيحة وواقعية ضمن الاختصاص الوظيفي.,negative,,2
1892,353,اخرى,negative,,2
1893,354,عدم وجود تحليل متقدم وفعال للبيانات لإنتاج رؤى استخبارية، يعتمد على تقنيات التحليل المنظمة.,negative,,2
2280,511,وجود سياق تداول البريد وتنظيم الأرشيف (ورقي وإلكتروني).,positive,,1
1894,354,جاري العمل بتحليل البيانات لا نتاج رؤى استخبارية بشكل شخصي اعتمادا على ذكاء ومهارات الضابط بالاستفادة من الدورات والورش الاختصاصية ، ولا توجد تحليلات متقدمة وفعالة للبيانات لعدم وجود تقنيات التحليل المنظمة.,negative,,2
1895,354,(وجود ـ عدم وجود) تحليل متقدم وفعال للبيانات لإنتاج رؤى استخبارية، يعتمد على تقنيات التحليل المنظمة.,negative,,2
1896,354,ماهي نتائج التحليل والتنبؤات الاستخبارية ومستوى دقتها ؟,positive,,1
1897,354,اخرى,negative,,2
1898,356,لايوجد موقف الأوراق التحقيقية المسجلة والمنجزة وغير المنجزة لعدم وجود تحقيق في الشعبة.,negative,,2
1899,356,(وجود ـ عدم وجود) احصائية كاملة وموقف للأوراق التحقيقية المسجلة والمنجزة وغير المنجزة.,negative,,2
2603,636,(وجود ـ عدم وجود) دواليب محصنة لخزن البطاقات الوطنية المطبوعة في اقسام الجنسية والمعلومات المدنية.,negative,,2
1900,356,(وجود ـ عدم وجود) تأخير في تنفيذ الاوراق التحقيقية ضمن المدد القانونية، وماهي نسبة انجاز الاوراق التحقيقية,negative,,2
1901,356,اخرى,negative,,2
1902,357,عدد عصابات الجريمة المنظمة (6) ولم يتاشر وجود شبكات إرهابية في الوقت الحاضر ضمن المنطقة الامنية.,negative,,2
1903,357,يجري متابعة البريد الخاص بجمع المعلومات بالتنسيق مع الأجهزة الأمنية الاخرى لمقاطعة المعلومات ووفق نموذج الهدف.,negative,,2
1904,357,(الالتزام ـ عدم الالتزام) الكامل بالضوابط القانونية بإجراءات التحقيق ومراعاة حقوق الإنسان.,negative,,2
1905,357,اخرى,negative,,2
1906,358,(وجود ـ عدم وجود) متابعة دقيقة ومنظمة للمبارز الجرمية والامانات.,negative,,2
1907,358,(فتح ـ عدم فتح) سجل للمبارز الجرمية.,negative,,2
1908,358,(تنفيذ ـ عدم تنفيذ) قرارات قاضي التحقيق بتسلم الامانات الى اصحابها.,negative,,2
1909,358,(متابعة ـ عدم متابعة) الامانات التي تم وضعها بقرار قضائي عند طرف ثالث.,negative,,2
1910,358,اخرى,negative,,2
1911,359,(وجود ـ عدم وجود) تحليل متكامل ومحدث باستمرار للشبكات الخاصة بالتنظيمات وعصابات الجريمة المنظمة وربط الصلات بينها.,negative,,2
1912,359,(وجود ـ عدم وجود) موقف بعدد الشبكات المفككة وغير المفككة، ومن هو رئيس او مسؤول الشبكة وعدد افرادها.,negative,,2
1913,359,ما هو مدى نشاط الشبكة واماكن تواجدها في قاطع المسؤولية.,negative,,2
1914,359,اخرى,negative,,2
2375,557,عدم توفر معدات التدريب بقسميها الأول والثاني.,negative,,2
1915,360,(وجود ـ عدم وجود) تحليل دقيق ومتخصص للوثائق والخرائط المتعلقة بالإرهاب والجريمة المنظمة.,negative,,2
1916,360,(قراءة ـ عدم قراءة) الخرائط قراءة معمقة وفق آخر الاحداثيات.,negative,,2
1917,360,اخرى,negative,,2
1919,361,توجد ضمن قاطع المسؤولية حركة (القربان ) وتعد من الحركات الدينية المتطرفة، وهي قيد المتابعة.,negative,,2
1922,361,الناشطين في تلك الحركات وما هي نشاطات الحركة.,positive,,1
